video_id	uploader	age	category	length	views	rate	ratings	comments
nxvhxFJhO1Q	NicholasTheHermit	1219	Comedy	95	38	5	3	2
giRmYVKARkg	NicholasTheHermit	1234	Comedy	251	33	5	3	2
QzSea_8_Dj0	ladiesnotlistening	1216	Autos & Vehicles	5	22	0	0	0
b2K004APUJo	Brennan7658293	1225	Comedy	91	22	3.4	5	2
ogRcxZ8-z8U	NicholasTheHermit	1226	Comedy	73	31	3.67	3	1
S-y3t1BI-AA	schwankdank	1258	Comedy	207	30	0	0	1
i_-0u3TUFGA	HankGimme	1093	Comedy	69	46	5	1	0
uUn4-1Jd3tw	NicholasTheHermit	1225	Comedy	57	59	2.33	3	1
CSpnxIAOs1c	lemon7777	1096	Entertainment	57	86	5	1	1
PNbQX3UYunI	Brennan7658293	1226	Comedy	96	91	3.09	11	5
wXn7_H2I8SY	NicholasTheHermit	1226	Comedy	52	30	3.33	3	2
1Eqfhpducmw	csivegas3	1163	Entertainment	31	302	5	2	0
vx9idqTOtT8	Dawlish42	706	Entertainment	205	3298	4.84	32	14
WsND97s0MJY	bender73	627	Entertainment	215	1049	4.8	10	10
dL1HXLeLwOo	xXxADBxXx	1159	Entertainment	75	564	5	2	1
bqq5Ur_Xlhs	xXxADBxXx	1228	Entertainment	64	192	5	3	0
ta60F89y6S8	csivegas3	1163	Entertainment	39	336	5	2	1
_WrBsaz1Hh8	ILovePaceysWorld	1163	Entertainment	320	7978	5	12	2
8ncPT5MmdWM	xXxADBxXx	1159	Entertainment	88	792	5	7	2
Ytmh26VqQI4	csivegas3	1082	Entertainment	22	523	5	2	1
dNi0M9FNvEk	csivegas3	1082	Entertainment	19	389	5	2	1
M4yVWhtYQkc	JavaJunkieGSR	879	Entertainment	232	590	4.8	5	6
4dwic7c3GgI	GSRFan182	823	Entertainment	217	1557	4.86	7	2
NrObYOn2C-c	csivegas3	1163	Entertainment	29	371	5	5	4
wTQscZWHTqo	csivegas3	1163	Entertainment	56	457	5	1	2
sdhrKZ_4W9E	lokieros	735	Entertainment	211	974	4.33	6	4
sk1p4hC61ns	csivegas3	1162	Entertainment	89	179	5	1	0
EIHM43nXF2g	GregSaraSandle	913	Entertainment	52	1075	5	5	2
gRQjipzz4IY	csivegas3	1163	Entertainment	56	200	5	2	0
qvGfEtbtptA	csivegas3	1082	Entertainment	21	202	0	0	0
Gq6QF5gQf5M	Ulrike31	1240	Comedy	205	186	5	8	20
46AfWYHSWS8	NoOtherRoad	1212	People & Blogs	63	177	5	5	5
vbVHE3Z0Y8s	visionofdivision	1239	People & Blogs	49	32	0	0	0
9ZeJCbJOzFs								
duQ1pt4IjBc	nikkiisreallylame	1239	People & Blogs	85	24	0	0	0
H9IfgtaNBO8	OoOPolarbearOoO	948	People & Blogs	232	335	5	5	5
CZbVwnf1HyA	PLbabe95	1239	Comedy	496	37	5	1	0
irPaKOWaBXA	mummifiedkitten	1240	Entertainment	79	38	0	0	1
xBYN-LV5Pqc	BlakergrlXO	1239	Comedy	18	37	4	1	0
wFZqsk2T_zk	gabriella6669	1240	Comedy	236	127	5	1	1
MSTJuNNDCPs	whatthefuck4	1235	People & Blogs	91	193	4.5	12	5
078_6Dsldls	deaththefoxx	1239	Entertainment	49	236	5	1	1
Z6dqNlN7f6U	MuseCast5	1240	Entertainment	250	258	4.58	12	20
ldtVi6KyFW8	aroseinthepages	1238	People & Blogs	379	122	5	7	8
O63BJDsboG8	PunklishPrincess	986	Music	203	673	0	0	5
H6I9w8oC3pI	aanyakae	1099	Comedy	181	153	5	2	5
0bjynCYPs-M	tchocksprincess	1170	Comedy	18	152	0	0	1
d6WqEFN1ogY	elimford	968	Entertainment	69	220	0	0	2
gleYXXA_rNw	aanyakae	1022	People & Blogs	354	69	5	1	1
dWlRDjhU6w8	alcoola	951	Comedy	24	213	0	0	0
eYjA8dNIoSw	tostina	951	Comedy	7	833	0	0	0
jTUQd5usMyE	aanyakae	958	People & Blogs	304	68	5	3	1
yNrRKEQa2PU	aanyakae	1130	Music	285	128	5	4	13
4B8LsnD3BKg	ilove1908	1009	People & Blogs	223	586	5	1	0
0CmrjgJccoc	egnilk66	896	People & Blogs	17	180	0	0	0
HTcBer-d7xk	aanyakae	1048	People & Blogs	106	47	0	0	0
8xsoCuftCpw	random8r	593	Comedy	28	338	0	0	0
TmYTRhSEDrM	browntrout68	942	Travel & Events	31	2640	5	4	0
yvO1vOieF3Y	iPaqua	956	Comedy	269	498	4	5	5
xnLXZdijPsA	browntrout68	985	People & Blogs	27	12847	4.7	10	9
rfrFTsmIyRg	SH4W7Y	1181	Music	180	85	0	0	0
mg1usknyMjA	SH4W7Y	1241	People & Blogs	50	329	0	0	4
Mlm9LbxTBDQ	grahamspam	1076	Comedy	12	116	5	1	0
Kj0owfO6UEc	Younginbedaname	1232	Music	205	144	0	0	0
qMzCAjNAmv4	goldjess	1231	Music	171	76	5	1	0
RWKfpk2J7Zw	eljardin956	1232	Entertainment	127	35	0	0	0
SdkuQW5n0bI	livelavalive	1234	News & Politics	103	25474	4.92	199	477
amHQoBldnmU	19Luvo93	1232	Music	241	419	1	1	0
r_PlaSXFCnU	SH4W7Y	1164	Comedy	5	48	0	0	0
UI3P8VbLIVo	carpetbros	1232	Comedy	285	8014	4.85	39	16
4hKZKgHG1g8	elenamargo	1088	People & Blogs	58	17	5	1	0
43nrHJhjpUM	elenamargo	1116	People & Blogs	111	14	5	1	0
LBCH1HzYeYc	elenamargo	1109	People & Blogs	59	9	5	1	0
Ndj6sQfzCD4	thavy	886	Entertainment	60	187	0	0	2
IYx-JQZs6OY	elenamargo	1116	People & Blogs	146	18	5	1	0
dF_TMr-M_Sc	elenamargo	1109	People & Blogs	49	12	5	1	0
n8eMf9_33R8	elenamargo	1082	People & Blogs	13	17	5	1	0
OkDARWt2lN4	wynflete	1176	People & Blogs	187	844	4.9	48	28
9ysAexJZcBE	17cubed	514	Sports	80	996	5	2	6
WH13FRDzrZI	seanonymous	1235	People & Blogs	38	56	5	1	1
qm3h7mqkQK0	DriverX18	753	People & Blogs	128	530	0	0	1
E_QfULlTF8U	TVCharmed	1095	Entertainment	429	3555	5	26	13
JhKSdkN1o6E	upwithmusic	1148	Sports	103	443	3	2	2
9ulleKSFK1Q	TVCharmed	1095	Entertainment	600	3004	5	21	8
SAUUJkEjBEc	TVCharmed	1095	Entertainment	600	3050	4.95	21	4
Tg305vLk4HA	TVCharmed	1095	Entertainment	600	2514	5	18	10
9OaSZxbe8hc	CalvinMaxwell	1002	People & Blogs	15	1673	4.95	20	15
QKYA6FYwA2Q	Neverftba	1042	People & Blogs	42	2944	4.96	55	16
KHXje2Jg-uQ	Neverftba	1042	Comedy	70	2133	4.98	43	21
HveT7o0TTyY	CalvinMaxwell	1054	People & Blogs	128	989	4.98	52	42
BgxZ5p2l7qY	wynflete	948	People & Blogs	124	1107	4.97	33	13
9PtYmgX3p0k	wynflete	1198	People & Blogs	96	4136	4.98	61	45
f-q81KoJphk	CalvinMaxwell	1073	Music	116	502	5	35	26
7tkQGTWGKbY	acheronwalthers	1063	People & Blogs	70	303	5	9	7
AQ0W8PwslYY	CalvinMaxwell	1004	Entertainment	56	491	5	10	3
8uvvBxpCQTc	james1418	1048	Education	344	62574	3.44	62	638
eFl5uC-hqaE	jayzhelle	534	Entertainment	104	8410	4	5	14
vgdklT9GHy4	arnold0407	974	People & Blogs	19	22260	5	3	2
L60hs-Gdo9Q	louhilario	631	Entertainment	59	10666	4	4	9
UGZDy6F1CX4	visionchinkee	1000	Entertainment	353	3300	5	4	2
kWYGjxQWi3U	magicvv	825	Entertainment	407	13705	4.67	42	13
2JNKCv4PwW0	maitimgustomaputi	1195	News & Politics	24	7127	5	1	19
mYcpx_bUBHk	jessievbass	1056	People & Blogs	98	1784	5	4	1
S1G5QxyJ748	arnold0407	974	Entertainment	505	9878	4.17	6	0
_N97nz-6HSc	carlos4u	869	People & Blogs	8	2464	0	0	2
FP6oSn2WdrU	ddram	628	Entertainment	120	4285	1	1	1
4IlsEFQvSU8	hothunk2005	1057	Entertainment	420	13087	4.75	12	15
HjtIAU-2iic	wolfgangriebe	769	Entertainment	64	10063	3.6	15	6
3geE9ztRJkw	ExtremeMagicShows	1098	Entertainment	205	2970	0	0	0
v_xvvK3-I8A	ddram	603	Entertainment	25	1738	2.33	3	1
KOyJ9oi9yLQ	TheKidFrom13thStreet	857	People & Blogs	454	517	4.45	22	22
zPvhUw56o4A	TheKidFrom13thStreet	1140	Education	368	1760	4.77	94	80
3rF6XsPcuU4	TheKidFrom13thStreet	877	People & Blogs	326	309	5	7	11
zI--DUoPg6o	TheKidFrom13thStreet	886	People & Blogs	593	1370	4.91	11	22
8IRDlht-7Fs	TheKidFrom13thStreet	1063	News & Politics	381	1004	4.79	73	51
mD2ZiXPBEU4	TheKidFrom13thStreet	1062	News & Politics	393	2105	4.92	112	82
OV-oaZcBe4A	1mResponder	1141	Education	4	86	2	4	3
dMlQivH2ZkA	TheKidFrom13thStreet	1124	People & Blogs	286	740	4.77	31	13
ggT813s_fFw	TheKidFrom13thStreet	1076	Education	206	994	4.77	93	80
WpBelXyWXS0	TheKidFrom13thStreet	884	Music	54	2488	4.62	37	41
#NAME?	x71isnwor	1074	News & Politics	227	256	3.8	10	12
XxkjHYdSAH4	nailo1	1083	Education	110	31	0	0	2
XNuclYD3G_M	GEERUP	1076	Education	616	1422	2.34	107	99
YTKn_2nqhxU	SomeCynicalGuy	1055	People & Blogs	187	141	5	3	7
jQBhL5BiJ9c	TheKidFrom13thStreet	921	Comedy	425	4697	3.89	18	11
pEmH3UMNm2U	odom2008dotcom	1150	News & Politics	231	1245	4.98	43	7
RqKu0paof3c	Bombwatcher	1149	Entertainment	102	517	5	11	2
XPuXU05_2bg	virginie81	1147	Entertainment	152	367	5	2	0
Qwq9lJ1rHLQ	lostrekkie	1149	Music	251	261	4.5	8	1
pYsQ5N-FGQ0	darthleland66	1153	Entertainment	311	925	4.95	21	16
ZZbOkvj2CYI	Bombwatcher	1151	Entertainment	225	494	4.8	20	12
_LH68s9-8ng	ldyoutlw	1150	Entertainment	235	758	5	8	4
of8g81OMi90	lostrekkie	1150	Music	169	410	3	6	5
B4qezLcPPP0	darthleland66	1152	Entertainment	262	505	5	8	3
dYvoCoPkF6c	ldyoutlw	1139	Entertainment	330	791	4.33	6	1
cpr9Kspi4mk	yorosma	1150	Entertainment	280	638	5	4	3
Zn6A92KZm08	ldyoutlw	1152	Entertainment	270	664	5	9	4
kDUYDTtAtNk	drcgarrett	1134	Entertainment	92	5279	4.91	45	38
6q4CoudnxxY	Dhop12345	1151	Film & Animation	60	45	0	0	0
#NAME?	flipsey	1143	Entertainment	233	531	5	5	1
3uKCjkN0j4U	lostrekkie	1150	Music	252	523	4.62	8	5
f_R4brvP7tQ	darthleland66	1174	Entertainment	253	867	5	5	0
bg62HO1p6gk	darthleland66	1154	Entertainment	311	623	4.92	12	7
8RLLl2Hefhg	lostrekkie	1141	Music	176	637	4.38	8	2
sZZbW3BLmCk	anrichp	1136	Entertainment	195	5965	4.9	30	21
iH8KtnePxOQ	catherinebellmac	1245	Entertainment	34	1448	5	1	0
hoxs-gPktW4	FreeFirstRunMovies	1253	Entertainment	120	48	3	2	1
Ds3hv_0NJQ4	DamandGurl51	1252	Film & Animation	259	108	5	3	2
yXnXeA-lPtY	mediaguy1441	1181	Entertainment	26	1350	5	20	8
q8SEwXM4or0	RIPxbox360	1246	Entertainment	49	490	4.67	3	6
Rk1tBJ2f8N4	SerienNetwork	1213	People & Blogs	518	3260	4.69	13	9
2ke0lMPsGgk	clonetrooper163	1216	Entertainment	441	2399	5	20	21
#NAME?	cfpinto	1191	Music	289	1113	5	2	3
j24Im9jrXjs	RIPxbox360	1243	Entertainment	660	2955	5	18	47
siF4xlymFUI	IWantDemocracyNow	1249	News & Politics	652	63	5	2	2
1AEGRHMOdlg	AlJazeeraEnglish	1245	Travel & Events	587	15302	4.77	31	29
kQFQkiDKTdk	AlJazeeraEnglish	1245	Travel & Events	762	3024	4.88	16	13
5BmqjvTv1yQ	VOAvideo	1246	Science & Technology	207	50	3	1	0
oa63htsP1yE	unicef	1245	Nonprofits & Activism	116	213	0	0	0
_QV5p7YZjow	NTDTV	1249	News & Politics	120	179	0	0	3
NCDqHyGUo0A	journeymanpictures	1247	News & Politics	609	2739	4.2	15	8
DhxxMQGrvTM	IWantDemocracyNow	1250	News & Politics	626	188	4.86	7	1
_cS-6bxt_Es	SteveDahlShow	743	Entertainment	297	4461	4	12	2
XfbC4-cKFko	Medeasbiggestfan	1108	News & Politics	174	2502	5	12	22
TrwBIHHDl6M	krokus69	1104	Nonprofits & Activism	18	988	3.67	9	0
BoFiOpnsAhA	Ethron18	1126	News & Politics	45	302	0	0	4
b35Yfjex8Mk	veloma14	1129	People & Blogs	284	282	0	0	0
c6DTdpmW2OE	stickman1979	931	Entertainment	138	3456	5	3	2
PW4QZ6bS0yk	marketallica	515	News & Politics	119	11220	4.63	19	14
ZEQDs1W8zOg	Txivileta	979	People & Blogs	433	6998	4.38	13	6
Br2KSsaTzUc	OgilvyGroup01	967	Howto & Style	419	13381	5	17	3
jpfo7MzEuxs	gvindalan	820	Entertainment	423	3924	4.5	8	4
6u69GZp-6O0	OnlineCopywriting	990	Howto & Style	96	1238	5	2	0
25gFhfEo5uQ	caloysam	777	Comedy	217	2925	4.25	4	6
7xvGGMAefYc	gomezmonroy	770	Entertainment	379	1918	5	2	3
mqz4tQ88yDg	Lellyjay	738	Howto & Style	231	2174	4.33	3	0
PIJSnDiTHbk	marketallica	515	News & Politics	119	2738	5	5	3
Vp7f24b8VB4	adgenorse	1122	Entertainment	247	2734	3	4	10
r_xXEd69mL4	StevenBothwell	844	Music	175	12470	4.43	14	8
z3VJ0-KWaSg	Info5050	1072	Music	235	1259	2.9	10	9
RQ6da71qxxw	Info5050	1072	Music	158	1009	3	4	2
3ohVnlQsIqo	vlrb25	1057	Comedy	31	335	0	0	0
7ZFWP1w6cQQ	Info5050	1080	Entertainment	49	468	5	3	3
exTJl1mEA64	MattXICE	1059	Entertainment	14	4263	4.67	9	10
qBUTEnIXvpI	Info5050	1080	Entertainment	225	404	5	3	3
b4arxYl-kPw	hosniadel	986	Film & Animation	276	123848	4.67	24	11
KhYuV8Yf1ns	ocachisu	1012	Entertainment	198	10807	5	5	6
pLE3NjuCsNI	shaggylocks	1039	Film & Animation	354	1385	5	5	1
oN8YWK1C7L0	Scottdavid4321	772	Film & Animation	448	5671	4.91	11	10
1dhhW3ucWV0	Jiulia89	780	Film & Animation	261	56552	4.06	17	7
m7uQtKGapRE	DangerNerd	562	Film & Animation	650	35715	4.76	38	22
NjymFU6rX-Y	Endang01	1011	Film & Animation	179	2765	3.8	5	0
zgMd1IjYnnw	janacekyt	1027	Film & Animation	199	13365	4.67	18	7
zFVp5UV8YOg	McShamusProductions	1011	Travel & Events	597	2159	4.58	12	6
skx_KegHcFg	vulcanfanman	1091	Autos & Vehicles	22	4054	5	2	0
hALwqu1NAKs	Bomberguy	830	Entertainment	97	8278	5	13	10
QB1b6kJp8yQ	skygod747	900	Travel & Events	339	621	4.5	2	0
7-jjnpn0N58	McShamusProductions	686	Comedy	62	10331	3.05	21	10
zeDIC7XA6LQ	Ne0mega	441	Film & Animation	3	11127	3.67	9	4
mf5xRUeYQdw	McShamusProductions	1055	Science & Technology	32	6947	4.67	15	15
2z6ntOJgTq4	bejaet	625	Travel & Events	177	7675	4.96	26	17
D-UNWkbQk7Q	c54driver	783	Autos & Vehicles	212	5668	4.67	9	12
7oNYsoZtFZE	manbird12000	852	People & Blogs	430	11784	4.77	53	51
RjfNGHLuGC0	ricjstk	568	Film & Animation	458	1188	3	2	0
tUdVRpjHqvA	Bomberguy	745	Entertainment	101	5579	4.75	8	6
ZJZfU8EK8mA	alvinpolichino	1164	Entertainment	38	1477	4.67	9	6
YrXfqHmLmeA	aviationvidsDOTcom	859	Autos & Vehicles	105	20167	4.83	6	19
CEcLE89XBis	ragemanchoo82	1014	Autos & Vehicles	61	2673	1.33	6	0
CZ7FRMinoho	maikes	1029	Entertainment	33	2700	5	1	2
6w0jrWzNO0o	kingofawesomeness	1023	Entertainment	205	9921	4.94	16	20
VXiozhSOQog	MasterExploder6	859	Film & Animation	171	993	5	2	8
G6Yhb3dhnVc	capimarvel	1056	Entertainment	404	2247	4.17	6	2
STUBt4_a7i4	AdventurequestJUNKIE	1102	Entertainment	229	2723	4	6	7
w48H47U8XmQ	RaDickson	772	Film & Animation	291	1949	4.62	13	16
uj6tKJkh1C8	yazoofan1	926	Film & Animation	213	1307	4.25	8	6
QTD6Pb4xx_k	kingofawesomeness	1027	Entertainment	215	934	5	6	26
hKYc0VSldqQ	windyass2008	889	Entertainment	202	4277	4.71	31	12
PkunHOaMJ10	kingofawesomeness	1023	Entertainment	259	159	0	0	0
8ItD-fmvED0	whirlwind6	924	Entertainment	519	1186	2.33	3	0
YZT51Bwg6q4	MasterExploder6	838	Film & Animation	150	855	5	3	8
4mSkCW-lpSI	ifeelsick	760	Entertainment	180	1852	4.56	9	8
vn9QNY9Sox8	TheMaskedNinja	1105	Music	213	2614	4.64	11	3
vtPtEviyIWs	windyass2008	889	Entertainment	300	9709	4.96	53	36
Ds6tD716Tfo	kingofawesomeness	1028	Entertainment	205	1224	5	3	4
AtaXiNs6AZI	kingofawesomeness	1030	Entertainment	204	621	5	4	3
lI444VmchoI	may14miercoles8	1187	Entertainment	46	10954	4.75	4	0
AwRX3djVZic	FONIARAS	1187	Film & Animation	279	15387	4.57	21	6
bvXaNemdeZM	XxPiiNkxX19	1186	Howto & Style	63	1603	0	0	0
hlUtGyn9WRk	zippo1972	1061	Comedy	410	129451	4.84	196	88
kaauBZxgpwI	Irishpriestwow	1187	Comedy	56	2450	3.67	3	3
tyhD_Yagwu4	KontosMihalis	1187	Entertainment	284	3195	4.56	9	9
jEKSgprzF8w	FONIARAS	948	Comedy	639	6770	2.14	7	2
WexbfYDCIfw	guitardude500	1187	Entertainment	28	1439	1	2	1
6HekCjhYhDQ	xxxpatriotsxxx	0	 UNA 	389	7799	4	11	4
K_ejJGjx-A0	kalamatianos34	1221	Gaming	15	6611	5	1	0
XYqorOkNsSQ	makrylemis	1098	Comedy	64	2562	3	2	3
y0UN8WC3Oc4	gayreek91	1222	Howto & Style	32	4432	1.75	4	1
jQo9mIJ3fjI	Robinvanstenis	675	Comedy	455	5696	2.36	11	9
4_UN9-jkTBg	Medialink	517	News & Politics	160	3399	4.4	10	7
y98r3i2N3ac	CBS	801	Entertainment	106	6101	4	11	4
mwPIFLf8RA8	WCVBtv	850	News & Politics	124	3686	4.27	11	9
VpHANLg6258	zegeeaudio	930	Howto & Style	561	1272	4.2	5	1
JZW9dPPI1jM	sun12wagner	1028	Education	184	1540	5	4	1
lKa0LRUC_48	louieskids	869	People & Blogs	137	2553	4.6	5	2
_rT9Lqyg1dM	XocoLoco9	1255	Howto & Style	503	352	3.67	6	2
DhdXIH3MUf0	xSMiLExMMkAYx	1254	Howto & Style	48	595	3.92	13	11
eH0OA3Xdrl0	rakizzle25	1255	Howto & Style	506	49	5	1	0
TL4__gDaTz0	TarotLadyLissa	1253	Howto & Style	272	239	5	7	10
G-USvK8JDJU	stephbusta	1251	Howto & Style	217	1397	4.83	29	30
sYmuRoWQI9Q	lilnancy	1250	Howto & Style	66	728	4	7	10
ECQ3nHFCLkE	KimbapLove	1255	Howto & Style	417	198	3.83	6	7
h0S4ULdDiao	Sachie63	1254	People & Blogs	31	113	3	2	0
A3YmTEZZogs	tiv1is6funny16	1254	Howto & Style	208	360	3.5	6	16
QAiBaTMeypk	natneagle	1251	Howto & Style	377	806	4.54	35	41
TLYpuh7IOYw	HypocracyKILLS	1250	Howto & Style	282	136	0	0	2
7aQTNLQ-MnU	tepa1974	1255	Howto & Style	77	93	4	2	2
VMfLTYHj9dc	sunshinee193	1251	Howto & Style	32	211	3	2	2
lR-W1KDPi4M	xtakingbackmacx	1249	People & Blogs	272	798	4.47	17	16
NpnwbiZyIhA	H00dBaBiiEs	1249	Howto & Style	504	1151	3.62	8	9
bk-cRSg0_e4	KrazyAsian9	1255	Howto & Style	108	396	5	3	14
KvAf-bVh1wQ	glam8babe	1255	Howto & Style	636	702	4.83	23	23
dIRtr5UEaVk	fextep51	1255	Howto & Style	306	201	3.67	3	1
in6kDRIL-5A	amyhuynh3	1254	Howto & Style	212	51	0	0	2
vW6K_iDL3NU	vivianLx3	1255	Howto & Style	491	35	0	0	0
kRwC0W9a-pk	38make38up38girl	1254	Howto & Style	538	366	2.2	5	8
MG0la-iBc7E	makeupisluv	1255	Howto & Style	481	87	5	2	1
QXSoVZwEBHo	AllThatGlitters21	1254	Howto & Style	395	93	5	2	0
qrPLDU2g8CU	LaurenDUD3	1255	Howto & Style	399	18	0	0	0
6cjHT-8Qgdg	DarkroomGlamour	1254	Howto & Style	467	52	5	4	4
Xl6VDtunWWs	carastarr	1255	Howto & Style	214	51	0	0	0
20RZrs2hD1s	RMBrackett	1254	Howto & Style	268	64	0	0	0
At1iXKb50YQ	pinkpornstar1	1255	Howto & Style	76	404	5	25	45
n8BRAPoqDEw	Ureverydaygal	1250	Howto & Style	169	548	3.5	4	7
vsNwIIBgJ7o	marilynluu89	1252	Howto & Style	283	219	0	0	2
69MQNQqarsc	LuvzMakeUp	1249	Entertainment	61	728	3.6	10	10
F-DZ63iAb6E	kerlytax	1252	People & Blogs	90	928	4.38	26	32
BOCmuds59Hg	annielykewhoa	1252	Howto & Style	279	191	1.8	5	1
qSp1DTZAK4I	brucekingston3434	1253	Entertainment	171	2999	5	2	0
iEYdzC1jNw4	brendamart	1253	Entertainment	98	352	5	1	0
F2T4sHhMaOY	123makeupqueen1234	1252	Howto & Style	325	258	0	0	7
mVnocfM6LgE	lilshortaay619	1252	Entertainment	222	273	0	0	2
fwUPMIMZpz4	BeautyTipz	1253	Howto & Style	96	153	4	2	0
Cr-JDJuIA0U	FortuneMookie	1253	Howto & Style	264	168	5	2	3
htJYQMUmkvA	Kimmyisntnormal	1252	Howto & Style	90	51	5	2	1
LFPJATzrJu8	fafinettex3	1160	Howto & Style	309	17578	4.63	134	132
M9LWuApC_cc	MalloryxMakebelieve	1237	Howto & Style	267	1500	4.23	13	11
tZ33liUK7qw	kittyLiciousz	1248	Howto & Style	121	2077	4.38	21	24
VwtPD2BQF3I	makeup987	1249	Howto & Style	245	1309	3.93	28	24
YIP6UVFdYVI	glamnglitz582	1249	Howto & Style	374	456	5	4	7
ydCN_HpGd60	kittyLiciousz	1251	Howto & Style	473	638	5	11	12
HkfJqSiah7g	xSMiLExMMkAYx	1254	Howto & Style	53	2398	4.65	31	38
t5WVw-NB_08	nicolca13	1250	Howto & Style	187	318	1	1	3
VRPEYVFAwFI	calipinay07	1249	Howto & Style	544	358	3	3	1
DpOFCtyt44A	PITTcosmeticsx33	1249	Howto & Style	407	920	1.36	14	6
_2KlLHLbBuo	xLovexAffairx	1250	Howto & Style	148	479	4.25	4	11
MVx7xPogtDU	DarkroomGlamour	1250	Howto & Style	393	635	4.12	8	8
SjE5L8G0O8M	2Girls1Blush	1249	Howto & Style	256	852	3.71	7	3
76j4IwlAliE	c0oki3xmonst3r	1250	Howto & Style	384	361	3	2	2
G5HBhumy3_o	Aniceta1986	1249	Howto & Style	228	521	4.73	11	10
LtiAoQK9ePM	lenolivia	1251	Howto & Style	570	96	0	0	2
7OfMM-AqokM	xocherrykoxo	1252	Howto & Style	119	361	3.67	3	2
zMeGCo1U5kE	kittyLiciousz	1250	Howto & Style	475	655	5	14	9
1WolNEqijOs	ticleme	1253	Howto & Style	390	33	0	0	0
OZfTeLpGYWY	Macgirlmakeup0354	1249	Howto & Style	67	427	3.75	4	4
VKoZbANr0nk	CECEbabyyy	1249	Entertainment	148	437	2.86	7	5
J3Lzy5UqDno	DuhPinayPrincezz	1249	Howto & Style	276	1673	4.3	30	32
Ifr0QHELRaE	ldyxtiny	1136	People & Blogs	209	741	3	8	5
aolO6DgZ2ZE	yourazndezire	1251	Howto & Style	388	470	4.33	3	9
WuSsRFCPoPM	kittyLiciousz	1241	Howto & Style	26	2453	4.33	6	11
m_AXbCilJAc	MakeupbyKarla	1239	Howto & Style	535	985	4	7	5
ka-t3DwNp68	nisha4lyfe	1251	Howto & Style	66	438	4.83	6	8
tKzz39Ze798	Ureverydaygal	1251	Howto & Style	129	301	2.67	3	2
Z2Sy3bWf6O4	RosaAbrikosa	1254	Howto & Style	234	87	0	0	2
qwMXamsXXJg	krystinah06	1254	Howto & Style	118	709	3.17	6	7
5ysCjNrgNh0	xxk4r3nxx	1249	Howto & Style	339	914	4.14	7	11
IvuQnCZATZU	Meidengloss	1254	Howto & Style	384	99	0	0	1
5ORJ3y6--RE	rbdexp	1254	Entertainment	18	224	5	1	0
_Aua6CwtYRU	phantanachronism	1254	Howto & Style	553	54	0	0	0
8FyiEYIO834	1974crystal	1254	Howto & Style	481	20	5	1	1
SPkou867K7A	DaCheller	1254	Howto & Style	75	136	5	6	8
Addyeaj_V-4	angryangel94	1253	Howto & Style	315	145	0	0	2
GBYIPtir1OE	xbluepill	1249	Howto & Style	114	420	3	2	6
7Hn38atCri0	hayleyxfell	1253	Howto & Style	190	326	5	8	8
3AGCpdM8oUc	stunning91	1254	Howto & Style	602	105	1	3	0
y3_eh8LlWJo	DaCheller	1254	Howto & Style	356	241	5	5	8
h2_pHojogZc	nicolca13	1250	Howto & Style	167	241	3	2	0
08pnCGf9q68	emilinda12	1251	Howto & Style	304	192	3.67	3	2
PNxhkbZdXEU	dimples8125	1251	Howto & Style	383	302	5	14	26
Yt_mkdJq7Xw	oOoBellaLizoOo	1251	Howto & Style	518	508	4.7	10	6
oJF2eK3pc7o	misschristinadenise	1252	Howto & Style	106	495	4.33	3	4
#NAME?	mzj3nnyxoxo	1250	Howto & Style	315	377	4.56	9	14
94RrencQTOY								
CEjHn3hrx6o	twinkletoes31904	1251	Howto & Style	148	517	4.67	6	11
GvMf7Pw-pXo	mcfly1249	1251	Howto & Style	286	417	4.25	4	4
lKq8_RNsg0Q	bonzyt	1241	Howto & Style	412	77	0	0	1
4klFNTmpBKY	hersh3yz	1241	Howto & Style	364	915	4.5	8	6
ljD3ng7uYg8	itsliz89	1251	Howto & Style	343	1804	0	0	20
F28hbU_qX0w	ayumitam	1251	Howto & Style	504	222	5	1	1
Nj8PtQp6_6g	sherriesandcream	1251	Howto & Style	378	135	0	0	0
L8C5ZnQA08c	daheex3	1029	Howto & Style	506	61044	3.69	181	675
pF82oaBX2E8	bluegirlOMG	1207	People & Blogs	265	170	1	5	6
fZMGs8fXYv4	bluegirlOMG	1255	Howto & Style	80	182	1	1	4
#NAME?	lovepinkglitter1	1255	Howto & Style	43	635	3.2	10	3
BYEhIwn_kwQ	SoOn2bMrsG88	1218	Howto & Style	214	418	4.67	3	1
Na7U6dp1ucE	SoOn2bMrsG88	1249	Howto & Style	337	178	4	6	2
aG1mj4ySOMU	maes209	1255	Howto & Style	73	210	3.33	3	2
Zt2rQqeSds4	fflamboyantt	1255	Howto & Style	29	447	3	2	1
q-q1ClJjJ5c	TheanoR0cks	1133	Music	232	7441	4.41	17	11
9JJ7NGfuq9o	pancake121	1231	Howto & Style	637	74	0	0	0
ibJ9dC3oUZo	sweepee78	1250	Howto & Style	293	195	4.67	6	5
r6iNVg_1_8c	b3bkoolit	1190	Howto & Style	616	3866	4.64	11	8
DFXGckZIHzg	GirlLizzie15	1248	Howto & Style	384	418	5	2	7
fAuLicwKQJc	volcomgurl320	1251	Howto & Style	499	486	4.67	3	7
oiKHAt7FmXs	alli13ee	1252	Howto & Style	214	1775	5	9	15
xNewLeuZvP8	guera788	1251	Howto & Style	122	310	5	6	2
