CaseID,weight,tm_start,tm_finish,duration,age_category,education_level,gender,income_level,marital_status,region,is_parent,state,i_develop_strong_emotions_toward_people_i_can_rely_on_num,i_develop_strong_emotions_toward_people_i_can_rely_on,parents_should_empower_children_as_much_as_possible_so_that_they_may_follow_their_dreams_num,parents_should_empower_children_as_much_as_possible_so_that_they_may_follow_their_dreams,moral_standards_should_be_seen_as_individualistic_what_one_person_considers_to_be_moral_may_be_judged_as_immoral_by_another_person_num,moral_standards_should_be_seen_as_individualistic_what_one_person_considers_to_be_moral_may_be_judged_as_immoral_by_another_person
153,0.28,3/13/2012,3/13/2012,32.0,55-64,Bachelor's degree or higher,Female,"$50,000 to $59,999",Widowed,West-South Central,No,LA,5.0,Somewhat agree,7.0,Strongly agree,2.0,Agree
154,0.31,3/13/2012,3/13/2012,21.0,65-74,Less than high school,Female,"$125,000 to $149,999",Widowed,West-South Central,No,TX,6.0,Agree,6.0,Agree,3.0,Somewhat agree
155,0.45,3/13/2012,3/13/2012,82.0,35-44,Bachelor's degree or higher,Female,"$60,000 to $74,999",Married,East-North Central,Yes,OH,5.0,Somewhat agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
156,0.52,3/13/2012,3/13/2012,40.0,25-34,Bachelor's degree or higher,Male,"$100,000 to $124,999",Living with partner,East-South Central,No,AL,6.0,Agree,7.0,Strongly agree,3.0,Somewhat agree
157,1.79,3/13/2012,3/13/2012,395.0,25-34,Bachelor's degree or higher,Female,"$50,000 to $59,999",Married,West-North Central,No,IA,6.0,Agree,7.0,Strongly agree,3.0,Somewhat agree
159,1.36,3/13/2012,3/13/2012,38.0,55-64,Some college,Male,"$20,000 to $24,999",Divorced,East-North Central,No,OH,6.0,Agree,6.0,Agree,2.0,Agree
160,0.21,3/13/2012,3/13/2012,111.0,65-74,Bachelor's degree or higher,Male,"$75,000 to $84,999",Married,South Atlantic,No,FL,4.0,Neither agree nor disagree,7.0,Strongly agree,5.0,Somewhat disagree
161,0.92,3/13/2012,3/14/2012,1482.0,65-74,High school,Male,"$150,000 to $174,999",Divorced,West-North Central,No,MN,4.0,Neither agree nor disagree,6.0,Agree,6.0,Disagree
162,0.34,3/13/2012,3/13/2012,11.0,45-54,Bachelor's degree or higher,Male,"$125,000 to $149,999",Widowed,West-North Central,No,MN,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
163,0.34,3/13/2012,3/13/2012,31.0,75+,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,West-South Central,No,TX,5.0,Somewhat agree,7.0,Strongly agree,7.0,Strongly disagree
164,0.39,3/13/2012,3/13/2012,159.0,55-64,Some college,Male,"$125,000 to $149,999",Married,Mid-Atlantic,No,NJ,5.0,Somewhat agree,6.0,Agree,6.0,Disagree
165,1.21,3/13/2012,3/13/2012,48.0,55-64,Less than high school,Female,"$20,000 to $24,999",Never married,West-South Central,No,AR,4.0,Neither agree nor disagree,6.0,Agree,4.0,Neither agree nor disagree
166,0.84,3/13/2012,3/13/2012,30.0,35-44,Some college,Female,"$20,000 to $24,999",Married,East-North Central,Yes,MI,6.0,Agree,5.0,Somewhat agree,6.0,Disagree
167,0.32,3/13/2012,3/15/2012,3204.0,55-64,High school,Female,"$35,000 to $39,999",Married,New England,No,CT,5.0,Somewhat agree,6.0,Agree,7.0,Strongly disagree
168,0.39,3/13/2012,3/13/2012,38.0,45-54,Bachelor's degree or higher,Female,"$100,000 to $124,999",Married,East-North Central,No,MI,7.0,Strongly agree,6.0,Agree,5.0,Somewhat disagree
169,0.8,3/13/2012,3/13/2012,38.0,18-24,Less than high school,Male,"$75,000 to $84,999",Never married,Mountain,No,AZ,5.0,Somewhat agree,6.0,Agree,7.0,Strongly disagree
170,1.25,3/13/2012,3/13/2012,9.0,25-34,High school,Male,"$10,000 to $12,499",Never married,West-South Central,No,OK,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
171,0.42,3/13/2012,3/13/2012,30.0,45-54,Some college,Female,"$100,000 to $124,999",Married,West-North Central,No,ND,6.0,Agree,6.0,Agree,6.0,Disagree
172,0.96,3/13/2012,3/13/2012,24.0,55-64,Bachelor's degree or higher,Male,"$85,000 to $99,999",Married,East-South Central,No,TN,5.0,Somewhat agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
173,0.55,3/13/2012,3/13/2012,35.0,75+,Bachelor's degree or higher,Female,">=$175,000",Widowed,South Atlantic,No,FL,4.0,Neither agree nor disagree,7.0,Strongly agree,7.0,Strongly disagree
174,0.42,3/13/2012,3/13/2012,47.0,65-74,Bachelor's degree or higher,Female,"$100,000 to $124,999",Widowed,South Atlantic,No,NC,5.0,Somewhat agree,7.0,Strongly agree,1.0,Strongly agree
175,2.45,3/13/2012,3/13/2012,32.0,25-34,Bachelor's degree or higher,Female,"$75,000 to $84,999",Living with partner,East-North Central,No,MI,7.0,Strongly agree,7.0,Strongly agree,3.0,Somewhat agree
176,0.79,3/13/2012,3/13/2012,37.0,18-24,Some college,Male,">=$175,000",Never married,Mid-Atlantic,No,NJ,6.0,Agree,6.0,Agree,3.0,Somewhat agree
177,0.47,3/13/2012,3/13/2012,27.0,65-74,High school,Male,"$35,000 to $39,999",Married,New England,No,MA,6.0,Agree,5.0,Somewhat agree,6.0,Disagree
178,0.72,3/13/2012,3/13/2012,983.0,35-44,Bachelor's degree or higher,Female,"$100,000 to $124,999",Married,Mid-Atlantic,Yes,NY,7.0,Strongly agree,7.0,Strongly agree,3.0,Somewhat agree
179,1.48,3/13/2012,3/13/2012,32.0,35-44,Bachelor's degree or higher,Female,"$30,000 to $34,999",Never married,West-South Central,No,LA,7.0,Strongly agree,5.0,Somewhat agree,6.0,Disagree
180,0.38,3/13/2012,3/13/2012,58.0,65-74,Bachelor's degree or higher,Male,"$75,000 to $84,999",Married,Pacific,No,OR,6.0,Agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
181,0.35,3/13/2012,3/13/2012,404.0,55-64,Some college,Male,"$12,500 to $14,999",Never married,West-South Central,No,TX,6.0,Agree,7.0,Strongly agree,1.0,Strongly agree
182,1.0,3/13/2012,3/13/2012,63.0,65-74,High school,Male,"$75,000 to $84,999",Married,Mid-Atlantic,No,NJ,4.0,Neither agree nor disagree,6.0,Agree,3.0,Somewhat agree
183,0.56,3/13/2012,3/13/2012,39.0,55-64,High school,Female,"$60,000 to $74,999",Married,East-North Central,No,WI,5.0,Somewhat agree,6.0,Agree,5.0,Somewhat disagree
184,0.23,3/13/2012,3/13/2012,31.0,55-64,Some college,Male,"$100,000 to $124,999",Never married,Mid-Atlantic,No,NY,4.0,Neither agree nor disagree,5.0,Somewhat agree,5.0,Somewhat disagree
185,0.93,3/13/2012,3/13/2012,75.0,45-54,High school,Male,"$40,000 to $49,999",Married,South Atlantic,No,FL,6.0,Agree,5.0,Somewhat agree,3.0,Somewhat agree
186,0.49,3/13/2012,3/13/2012,81.0,65-74,High school,Female,"$50,000 to $59,999",Married,Pacific,No,CA,7.0,Strongly agree,7.0,Strongly agree,1.0,Strongly agree
187,0.83,3/13/2012,3/14/2012,2840.0,55-64,Bachelor's degree or higher,Female,"$12,500 to $14,999",Never married,West-North Central,No,IA,6.0,Agree,6.0,Agree,6.0,Disagree
188,0.48,3/13/2012,3/13/2012,61.0,55-64,Some college,Male,"$15,000 to $19,999",Never married,East-North Central,No,IL,6.0,Agree,4.0,Neither agree nor disagree,6.0,Disagree
189,1.54,3/13/2012,3/13/2012,51.0,65-74,High school,Male,"$10,000 to $12,499",Divorced,South Atlantic,No,WV,7.0,Strongly agree,7.0,Strongly agree,3.0,Somewhat agree
190,0.85,3/13/2012,3/13/2012,55.0,65-74,Some college,Male,"$40,000 to $49,999",Married,South Atlantic,No,GA,6.0,Agree,6.0,Agree,6.0,Disagree
191,0.71,3/13/2012,3/13/2012,61.0,65-74,High school,Female,"$50,000 to $59,999",Married,West-North Central,No,MN,6.0,Agree,6.0,Agree,3.0,Somewhat agree
192,0.63,3/13/2012,3/13/2012,16.0,18-24,High school,Male,"$100,000 to $124,999",Never married,South Atlantic,No,MD,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
193,0.68,3/13/2012,3/13/2012,31.0,18-24,Some college,Male,"$125,000 to $149,999",Never married,Pacific,No,OR,5.0,Somewhat agree,7.0,Strongly agree,2.0,Agree
194,2.12,3/13/2012,3/13/2012,38.0,65-74,Some college,Female,"$100,000 to $124,999",Married,South Atlantic,No,FL,5.0,Somewhat agree,6.0,Agree,2.0,Agree
195,0.24,3/13/2012,3/13/2012,32.0,35-44,Some college,Female,"$60,000 to $74,999",Married,New England,No,RI,7.0,Strongly agree,7.0,Strongly agree,3.0,Somewhat agree
196,0.75,3/13/2012,3/13/2012,22.0,65-74,Less than high school,Female,"$25,000 to $29,999",Married,South Atlantic,No,GA,5.0,Somewhat agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
197,0.62,3/13/2012,3/15/2012,4179.0,55-64,Bachelor's degree or higher,Female,"$125,000 to $149,999",Living with partner,West-South Central,No,TX,7.0,Strongly agree,7.0,Strongly agree,1.0,Strongly agree
198,0.36,3/13/2012,3/13/2012,36.0,55-64,Some college,Male,">=$175,000",Married,Pacific,No,CA,5.0,Somewhat agree,4.0,Neither agree nor disagree,1.0,Strongly agree
199,0.4,3/13/2012,3/13/2012,58.0,65-74,High school,Female,"$30,000 to $34,999",Married,South Atlantic,No,SC,5.0,Somewhat agree,6.0,Agree,6.0,Disagree
200,1.88,3/13/2012,3/13/2012,27.0,18-24,Less than high school,Female,"$100,000 to $124,999",Never married,West-South Central,No,OK,6.0,Agree,6.0,Agree,3.0,Somewhat agree
201,1.35,3/13/2012,3/13/2012,29.0,65-74,Some college,Female,"$85,000 to $99,999",Married,West-South Central,No,TX,6.0,Agree,4.0,Neither agree nor disagree,7.0,Strongly disagree
202,0.74,3/13/2012,3/13/2012,25.0,75+,Bachelor's degree or higher,Female,"$150,000 to $174,999",Widowed,Mountain,No,CO,5.0,Somewhat agree,7.0,Strongly agree,1.0,Strongly agree
203,0.75,3/13/2012,3/13/2012,66.0,75+,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,Mountain,No,AZ,4.0,Neither agree nor disagree,5.0,Somewhat agree,6.0,Disagree
204,0.55,3/13/2012,3/15/2012,2887.0,55-64,High school,Male,"$7,500 to $9,999",Divorced,Mid-Atlantic,No,PA,5.0,Somewhat agree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
205,0.31,3/13/2012,3/13/2012,36.0,18-24,Less than high school,Female,"$30,000 to $34,999",Never married,Pacific,Yes,CA,7.0,Strongly agree,5.0,Somewhat agree,2.0,Agree
206,1.63,3/13/2012,3/13/2012,109.0,65-74,High school,Male,"$30,000 to $34,999",Divorced,East-North Central,No,OH,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
207,2.27,3/13/2012,3/13/2012,18.0,18-24,Some college,Male,"$35,000 to $39,999",Married,East-North Central,No,WI,5.0,Somewhat agree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
208,0.34,3/13/2012,3/13/2012,69.0,55-64,High school,Male,"$75,000 to $84,999",Married,West-North Central,No,MN,5.0,Somewhat agree,5.0,Somewhat agree,2.0,Agree
209,0.98,3/13/2012,3/13/2012,38.0,65-74,Some college,Male,">=$175,000",Married,Mid-Atlantic,No,NY,4.0,Neither agree nor disagree,6.0,Agree,2.0,Agree
210,0.42,3/13/2012,3/13/2012,46.0,25-34,Bachelor's degree or higher,Male,"$85,000 to $99,999",Never married,Pacific,No,CA,6.0,Agree,6.0,Agree,2.0,Agree
211,0.82,3/13/2012,3/13/2012,24.0,45-54,Bachelor's degree or higher,Male,"$85,000 to $99,999",Married,Mountain,No,NV,6.0,Agree,6.0,Agree,1.0,Strongly agree
212,0.3,3/13/2012,3/13/2012,46.0,65-74,Bachelor's degree or higher,Male,"$150,000 to $174,999",Married,South Atlantic,No,SC,5.0,Somewhat agree,4.0,Neither agree nor disagree,6.0,Disagree
213,0.92,3/13/2012,3/13/2012,24.0,25-34,High school,Male,"$75,000 to $84,999",Never married,South Atlantic,No,VA,6.0,Agree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
214,2.26,3/13/2012,3/13/2012,63.0,25-34,High school,Male,"$100,000 to $124,999",Married,South Atlantic,Yes,NC,5.0,Somewhat agree,7.0,Strongly agree,2.0,Agree
216,1.36,3/13/2012,3/13/2012,58.0,75+,Less than high school,Male,"$40,000 to $49,999",Married,East-South Central,No,MS,6.0,Agree,5.0,Somewhat agree,6.0,Disagree
217,0.29,3/13/2012,3/13/2012,32.0,55-64,Bachelor's degree or higher,Female,"$75,000 to $84,999",Married,New England,No,CT,4.0,Neither agree nor disagree,5.0,Somewhat agree,4.0,Neither agree nor disagree
218,0.54,3/13/2012,3/13/2012,36.0,45-54,High school,Male,"$40,000 to $49,999",Living with partner,Pacific,No,CA,6.0,Agree,5.0,Somewhat agree,2.0,Agree
219,0.57,3/13/2012,3/13/2012,57.0,45-54,High school,Male,"$7,500 to $9,999",Married,West-North Central,No,MO,7.0,Strongly agree,7.0,Strongly agree,7.0,Strongly disagree
220,2.11,3/13/2012,3/13/2012,49.0,75+,High school,Female,"$30,000 to $34,999",Widowed,East-North Central,No,WI,6.0,Agree,7.0,Strongly agree,5.0,Somewhat disagree
221,0.79,3/13/2012,3/13/2012,43.0,45-54,Some college,Female,"$40,000 to $49,999",Married,East-North Central,Yes,MI,6.0,Agree,6.0,Agree,4.0,Neither agree nor disagree
222,1.07,3/13/2012,3/13/2012,48.0,65-74,Some college,Male,"$10,000 to $12,499",Divorced,East-South Central,No,TN,6.0,Agree,4.0,Neither agree nor disagree,7.0,Strongly disagree
223,2.2,3/13/2012,3/13/2012,17.0,25-34,Bachelor's degree or higher,Male,"$125,000 to $149,999",Married,New England,No,MA,5.0,Somewhat agree,5.0,Somewhat agree,6.0,Disagree
224,0.49,3/13/2012,3/13/2012,81.0,55-64,Some college,Male,"$85,000 to $99,999",Married,Pacific,No,CA,5.0,Somewhat agree,6.0,Agree,5.0,Somewhat disagree
225,0.36,3/13/2012,3/13/2012,38.0,75+,Some college,Female,"$50,000 to $59,999",Married,Pacific,No,CA,5.0,Somewhat agree,6.0,Agree,3.0,Somewhat agree
226,3.56,3/13/2012,3/13/2012,26.0,25-34,Bachelor's degree or higher,Male,">=$175,000",Never married,Mountain,No,CO,3.0,Somewhat disagree,5.0,Somewhat agree,1.0,Strongly agree
228,1.01,3/13/2012,3/13/2012,74.0,25-34,Bachelor's degree or higher,Female,"$75,000 to $84,999",Married,South Atlantic,Yes,NC,6.0,Agree,6.0,Agree,3.0,Somewhat agree
229,1.96,3/13/2012,3/13/2012,20.0,25-34,Bachelor's degree or higher,Female,"$150,000 to $174,999",Married,South Atlantic,Yes,MD,6.0,Agree,6.0,Agree,6.0,Disagree
230,0.73,3/13/2012,3/13/2012,61.0,55-64,Bachelor's degree or higher,Male,"$7,500 to $9,999",Living with partner,Mid-Atlantic,No,NY,7.0,Strongly agree,4.0,Neither agree nor disagree,2.0,Agree
231,0.41,3/13/2012,3/13/2012,66.0,65-74,Some college,Female,"$100,000 to $124,999",Married,East-North Central,No,WI,6.0,Agree,6.0,Agree,7.0,Strongly disagree
232,0.19,3/13/2012,3/13/2012,35.0,25-34,Bachelor's degree or higher,Male,"$75,000 to $84,999",Never married,East-North Central,No,IL,7.0,Strongly agree,5.0,Somewhat agree,5.0,Somewhat disagree
233,0.51,3/13/2012,3/13/2012,100.0,55-64,High school,Female,"$25,000 to $29,999",Divorced,Mid-Atlantic,No,PA,6.0,Agree,6.0,Agree,7.0,Strongly disagree
234,0.95,3/13/2012,3/13/2012,36.0,55-64,Some college,Female,"$100,000 to $124,999",Married,South Atlantic,No,VA,5.0,Somewhat agree,6.0,Agree,4.0,Neither agree nor disagree
235,1.41,3/13/2012,3/13/2012,36.0,45-54,Some college,Female,"$85,000 to $99,999",Married,New England,Yes,MA,6.0,Agree,6.0,Agree,5.0,Somewhat disagree
236,0.52,3/13/2012,3/13/2012,24.0,35-44,Bachelor's degree or higher,Male,">=$175,000",Married,West-South Central,Yes,LA,6.0,Agree,3.0,Somewhat disagree,6.0,Disagree
237,0.24,3/13/2012,3/13/2012,30.0,18-24,Bachelor's degree or higher,Male,">=$175,000",Never married,Mid-Atlantic,No,NY,6.0,Agree,6.0,Agree,2.0,Agree
238,0.45,3/13/2012,3/13/2012,39.0,55-64,Some college,Male,"$125,000 to $149,999",Married,East-South Central,No,AL,5.0,Somewhat agree,6.0,Agree,2.0,Agree
239,1.01,3/13/2012,3/13/2012,92.0,45-54,High school,Male,"$60,000 to $74,999",Married,Pacific,Yes,WA,5.0,Somewhat agree,7.0,Strongly agree,7.0,Strongly disagree
240,0.36,3/13/2012,3/19/2012,8828.0,55-64,High school,Female,"$35,000 to $39,999",Married,Pacific,No,CA,5.0,Somewhat agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
241,0.84,3/13/2012,3/13/2012,32.0,45-54,High school,Male,"$60,000 to $74,999",Married,South Atlantic,No,MD,5.0,Somewhat agree,5.0,Somewhat agree,4.0,Neither agree nor disagree
242,1.95,3/13/2012,3/13/2012,32.0,55-64,Some college,Male,"$100,000 to $124,999",Married,Mountain,No,AZ,6.0,Agree,5.0,Somewhat agree,5.0,Somewhat disagree
243,0.43,3/13/2012,3/13/2012,301.0,45-54,Bachelor's degree or higher,Female,"$85,000 to $99,999",Divorced,Pacific,Yes,CA,7.0,Strongly agree,7.0,Strongly agree,-1.0,Refused
245,1.55,3/13/2012,3/13/2012,37.0,55-64,Some college,Male,">=$175,000",Married,New England,No,ME,5.0,Somewhat agree,6.0,Agree,2.0,Agree
246,0.98,3/13/2012,3/13/2012,65.0,45-54,Bachelor's degree or higher,Female,"$20,000 to $24,999",Never married,East-North Central,No,OH,7.0,Strongly agree,7.0,Strongly agree,2.0,Agree
247,0.83,3/13/2012,3/13/2012,35.0,55-64,High school,Female,"$50,000 to $59,999",Married,West-South Central,No,TX,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
248,0.39,3/13/2012,3/13/2012,24.0,18-24,High school,Male,"$60,000 to $74,999",Never married,Mountain,No,CO,6.0,Agree,6.0,Agree,1.0,Strongly agree
249,0.14,3/13/2012,3/13/2012,33.0,55-64,Bachelor's degree or higher,Male,">=$175,000",Married,West-South Central,No,TX,6.0,Agree,6.0,Agree,6.0,Disagree
250,0.9,3/13/2012,3/13/2012,32.0,35-44,High school,Male,"$10,000 to $12,499",Living with partner,Mid-Atlantic,No,NY,7.0,Strongly agree,7.0,Strongly agree,4.0,Neither agree nor disagree
251,2.65,3/13/2012,3/13/2012,1185.0,35-44,Less than high school,Female,"<$5,000",Never married,East-North Central,No,IN,4.0,Neither agree nor disagree,6.0,Agree,2.0,Agree
252,0.28,3/13/2012,3/16/2012,5616.0,75+,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,South Atlantic,No,FL,6.0,Agree,6.0,Agree,2.0,Agree
253,0.2,3/13/2012,3/13/2012,39.0,55-64,High school,Male,">=$175,000",Married,West-North Central,No,NE,6.0,Agree,5.0,Somewhat agree,7.0,Strongly disagree
254,1.76,3/13/2012,3/13/2012,26.0,45-54,Bachelor's degree or higher,Male,"$100,000 to $124,999",Married,South Atlantic,Yes,FL,5.0,Somewhat agree,7.0,Strongly agree,7.0,Strongly disagree
255,1.48,3/13/2012,3/15/2012,4102.0,45-54,High school,Male,"$7,500 to $9,999",Divorced,South Atlantic,No,SC,5.0,Somewhat agree,6.0,Agree,2.0,Agree
256,1.68,3/13/2012,3/13/2012,35.0,35-44,Bachelor's degree or higher,Male,"$100,000 to $124,999",Never married,East-South Central,No,KY,5.0,Somewhat agree,6.0,Agree,3.0,Somewhat agree
257,0.49,3/13/2012,3/13/2012,71.0,65-74,Less than high school,Male,"$50,000 to $59,999",Married,West-South Central,Yes,OK,4.0,Neither agree nor disagree,3.0,Somewhat disagree,7.0,Strongly disagree
258,0.51,3/13/2012,3/13/2012,34.0,45-54,High school,Female,"$125,000 to $149,999",Married,Pacific,No,CA,5.0,Somewhat agree,7.0,Strongly agree,5.0,Somewhat disagree
259,1.28,3/13/2012,3/13/2012,31.0,35-44,High school,Male,"$35,000 to $39,999",Married,East-South Central,Yes,TN,5.0,Somewhat agree,4.0,Neither agree nor disagree,3.0,Somewhat agree
260,0.35,3/13/2012,3/14/2012,2040.0,55-64,High school,Male,"$25,000 to $29,999",Married,West-South Central,No,AR,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
261,0.35,3/13/2012,3/13/2012,159.0,45-54,Bachelor's degree or higher,Male,"$125,000 to $149,999",Married,Mid-Atlantic,No,NY,5.0,Somewhat agree,5.0,Somewhat agree,5.0,Somewhat disagree
262,0.18,3/13/2012,3/13/2012,108.0,25-34,Bachelor's degree or higher,Female,">=$175,000",Married,West-South Central,No,TX,5.0,Somewhat agree,6.0,Agree,4.0,Neither agree nor disagree
263,0.55,3/13/2012,3/13/2012,228.0,65-74,Some college,Female,"$20,000 to $24,999",Divorced,West-South Central,No,LA,5.0,Somewhat agree,6.0,Agree,4.0,Neither agree nor disagree
264,0.38,3/13/2012,3/13/2012,27.0,45-54,Bachelor's degree or higher,Male,"$125,000 to $149,999",Married,West-North Central,Yes,IA,6.0,Agree,7.0,Strongly agree,7.0,Strongly disagree
265,0.33,3/13/2012,3/13/2012,36.0,45-54,Bachelor's degree or higher,Male,"$85,000 to $99,999",Married,East-North Central,No,IN,3.0,Somewhat disagree,5.0,Somewhat agree,3.0,Somewhat agree
266,1.17,3/13/2012,3/13/2012,55.0,35-44,Bachelor's degree or higher,Male,">=$175,000",Married,East-North Central,Yes,IL,4.0,Neither agree nor disagree,6.0,Agree,5.0,Somewhat disagree
267,3.1,3/13/2012,3/13/2012,38.0,18-24,Some college,Female,"$15,000 to $19,999",Married,Mid-Atlantic,Yes,PA,1.0,Strongly disagree,4.0,Neither agree nor disagree,2.0,Agree
268,1.21,3/13/2012,3/13/2012,59.0,75+,Some college,Female,"$50,000 to $59,999",Married,Mid-Atlantic,No,NY,6.0,Agree,5.0,Somewhat agree,5.0,Somewhat disagree
269,2.08,3/13/2012,3/13/2012,41.0,25-34,Some college,Female,"$10,000 to $12,499",Divorced,South Atlantic,No,GA,6.0,Agree,6.0,Agree,5.0,Somewhat disagree
270,2.53,3/13/2012,3/13/2012,1133.0,55-64,Bachelor's degree or higher,Male,">=$175,000",Married,South Atlantic,No,VA,7.0,Strongly agree,7.0,Strongly agree,7.0,Strongly disagree
271,0.74,3/13/2012,3/13/2012,63.0,55-64,High school,Male,"$7,500 to $9,999",Divorced,East-North Central,No,MI,4.0,Neither agree nor disagree,6.0,Agree,7.0,Strongly disagree
272,0.77,3/13/2012,3/13/2012,75.0,65-74,Bachelor's degree or higher,Male,"$125,000 to $149,999",Married,Pacific,No,CA,6.0,Agree,7.0,Strongly agree,4.0,Neither agree nor disagree
273,1.22,3/13/2012,3/13/2012,22.0,18-24,Bachelor's degree or higher,Female,"$125,000 to $149,999",Never married,West-South Central,No,LA,7.0,Strongly agree,6.0,Agree,3.0,Somewhat agree
274,0.33,3/13/2012,3/13/2012,52.0,55-64,High school,Male,"$35,000 to $39,999",Married,East-North Central,No,OH,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree,4.0,Neither agree nor disagree
275,1.04,3/13/2012,3/13/2012,26.0,25-34,Bachelor's degree or higher,Female,"$85,000 to $99,999",Married,South Atlantic,Yes,MD,5.0,Somewhat agree,4.0,Neither agree nor disagree,6.0,Disagree
276,0.19,3/13/2012,3/13/2012,27.0,35-44,Some college,Male,"$85,000 to $99,999",Living with partner,West-South Central,No,TX,6.0,Agree,6.0,Agree,1.0,Strongly agree
277,2.52,3/13/2012,3/13/2012,20.0,25-34,Bachelor's degree or higher,Male,"$60,000 to $74,999",Living with partner,South Atlantic,No,FL,4.0,Neither agree nor disagree,1.0,Strongly disagree,6.0,Disagree
278,3.56,3/13/2012,3/13/2012,24.0,25-34,High school,Male,"$75,000 to $84,999",Living with partner,West-South Central,No,TX,5.0,Somewhat agree,5.0,Somewhat agree,3.0,Somewhat agree
279,0.15,3/13/2012,3/20/2012,10203.0,65-74,High school,Male,"$50,000 to $59,999",Married,East-North Central,No,WI,6.0,Agree,6.0,Agree,3.0,Somewhat agree
